name,mos
bag_gQP_1_tQP_1.ply,86.69456186
bag_gQP_1_tQP_2.ply,76.14530845
bag_gQP_1_tQP_3.ply,52.85558429
bag_gQP_2_tQP_1.ply,52.1814527
bag_gQP_2_tQP_2.ply,49.31511353
bag_gQP_2_tQP_3.ply,39.10736912
bag_gQP_3_tQP_1.ply,27.44033309
bag_gQP_3_tQP_2.ply,32.01772343
bag_gQP_3_tQP_3.ply,29.61486469
bag_gsigma_0_tsigma_16.ply,86.24911138
bag_gsigma_0_tsigma_32.ply,62.11964039
bag_gsigma_0_tsigma_8.ply,88.78171897
bag_gsigma_2_tsigma_16.ply,49.36475509
bag_gsigma_2_tsigma_32.ply,43.75380957
bag_gsigma_2_tsigma_8.ply,56.92145553
bag_gsigma_4_tsigma_16.ply,21.98784769
bag_gsigma_4_tsigma_32.ply,22.43616482
bag_gsigma_4_tsigma_8.ply,22.37620413
bag_level_7.ply,9.59532456
bag_level_8.ply,18.23796415
bag_level_9.ply,82.74107891
bag_pqs_1_qs_16_rounded.ply,90.340738
bag_pqs_1_qs_32_rounded.ply,81.83884571
bag_pqs_1_qs_48_rounded.ply,58.43553789
bag_pqs_1_qs_64_rounded.ply,62.55491922
bag_tsl_4_tqs_128.ply,62.21628821
bag_tsl_4_tqs_256.ply,36.26609788
bag_tsl_4_tqs_512.ply,20.84981283
bag_tsl_4_tqs_64.ply,67.09168867
bag_tsl_6_tqs_128.ply,48.88989054
bag_tsl_6_tqs_256.ply,40.2873935
bag_tsl_6_tqs_512.ply,24.60106839
bag_tsl_6_tqs_64.ply,58.51287376
bag_tsl_8_tqs_128.ply,80.66164159
bag_tsl_8_tqs_256.ply,60.38564447
bag_tsl_8_tqs_512.ply,34.95747094
bag_tsl_8_tqs_64.ply,90.36817669
biscuits_gQP_1_tQP_1.ply,80.64772987
biscuits_gQP_1_tQP_2.ply,69.66364063
biscuits_gQP_1_tQP_3.ply,55.29057762
biscuits_gQP_2_tQP_1.ply,68.13405141
biscuits_gQP_2_tQP_2.ply,65.29075052
biscuits_gQP_2_tQP_3.ply,53.1133493
biscuits_gQP_3_tQP_1.ply,67.14806687
biscuits_gQP_3_tQP_2.ply,54.19129873
biscuits_gQP_3_tQP_3.ply,45.67685542
biscuits_gsigma_0_tsigma_16.ply,70.89991405
biscuits_gsigma_0_tsigma_32.ply,40.47262999
biscuits_gsigma_0_tsigma_8.ply,82.28266671
biscuits_gsigma_2_tsigma_16.ply,55.54540274
