name,mos
cauliflower_geo_26_col_26.ply,87.20621668
cauliflower_geo_26_col_32.ply,89.47069544
cauliflower_geo_26_col_38.ply,78.97371118
cauliflower_geo_26_col_44.ply,58.22488108
cauliflower_geo_26_col_50.ply,41.74612013
cauliflower_geo_32_col_26.ply,86.61105975
cauliflower_geo_32_col_32.ply,85.04592101
cauliflower_geo_32_col_38.ply,81.66321717
cauliflower_geo_32_col_44.ply,65.38341444
cauliflower_geo_32_col_50.ply,44.40441316
cauliflower_geo_38_col_26.ply,81.93663428
cauliflower_geo_38_col_32.ply,75.58424576
cauliflower_geo_38_col_38.ply,70.5368655
cauliflower_geo_38_col_44.ply,63.45693263
cauliflower_geo_38_col_50.ply,40.83049936
cauliflower_geo_44_col_26.ply,54.73559138
cauliflower_geo_44_col_32.ply,55.73359505
cauliflower_geo_44_col_38.ply,49.52146992
cauliflower_geo_44_col_44.ply,40.66558716
cauliflower_geo_44_col_50.ply,30.08829305
cauliflower_geo_50_col_26.ply,36.29626352
cauliflower_geo_50_col_32.ply,28.65014645
cauliflower_geo_50_col_38.ply,25.68950851
cauliflower_geo_50_col_44.ply,26.45332869
cauliflower_geo_50_col_50.ply,21.3149532
flowerpot_geo_26_col_26.ply,86.7946709
flowerpot_geo_26_col_32.ply,86.66088587
flowerpot_geo_26_col_38.ply,85.7233513
flowerpot_geo_26_col_44.ply,80.80124628
flowerpot_geo_26_col_50.ply,64.47383213
flowerpot_geo_32_col_26.ply,81.89446911
flowerpot_geo_32_col_32.ply,80.89103366
flowerpot_geo_32_col_38.ply,72.65340567
flowerpot_geo_32_col_44.ply,76.04629405
flowerpot_geo_32_col_50.ply,60.74870466
flowerpot_geo_38_col_26.ply,65.14095839
flowerpot_geo_38_col_32.ply,62.0622075
flowerpot_geo_38_col_38.ply,59.18671483
flowerpot_geo_38_col_44.ply,53.24044181
flowerpot_geo_38_col_50.ply,45.49946523
flowerpot_geo_44_col_26.ply,36.43043802
flowerpot_geo_44_col_32.ply,37.77810687
flowerpot_geo_44_col_38.ply,41.18511639
flowerpot_geo_44_col_44.ply,40.79568423
flowerpot_geo_44_col_50.ply,31.62238645
flowerpot_geo_50_col_26.ply,24.57202116
flowerpot_geo_50_col_32.ply,26.37969306
flowerpot_geo_50_col_38.ply,24.17151636
flowerpot_geo_50_col_44.ply,26.79966162
flowerpot_geo_50_col_50.ply,20.03116253
house_geo_26_col_26.ply,88.98964813
house_geo_26_col_32.ply,89.12050798
house_geo_26_col_38.ply,83.22674795
house_geo_26_col_44.ply,66.31566123
house_geo_26_col_50.ply,31.09675568
house_geo_32_col_26.ply,92.2348361
house_geo_32_col_32.ply,89.93803659
house_geo_32_col_38.ply,83.85605946
house_geo_32_col_44.ply,60.82084148
house_geo_32_col_50.ply,28.31897294
house_geo_38_col_26.ply,81.10341129
house_geo_38_col_32.ply,82.85094578
house_geo_38_col_38.ply,79.68404118
house_geo_38_col_44.ply,52.17337422
house_geo_38_col_50.ply,25.57062624
house_geo_44_col_26.ply,61.50579909
house_geo_44_col_32.ply,64.88505391
house_geo_44_col_38.ply,63.12681981
house_geo_44_col_44.ply,47.90977713
house_geo_44_col_50.ply,16.5009565
house_geo_50_col_26.ply,37.45244352
house_geo_50_col_32.ply,36.76077005
house_geo_50_col_38.ply,33.84180963
house_geo_50_col_44.ply,32.2589735
house_geo_50_col_50.ply,15.25649469
litchi_geo_26_col_26.ply,92.98218434
litchi_geo_26_col_32.ply,93.13624992
litchi_geo_26_col_38.ply,89.17895455
litchi_geo_26_col_44.ply,56.66911015
litchi_geo_26_col_50.ply,30.54403914
litchi_geo_32_col_26.ply,91.58295768
litchi_geo_32_col_32.ply,89.97410704
litchi_geo_32_col_38.ply,83.20244082
litchi_geo_32_col_44.ply,59.13853829
litchi_geo_32_col_50.ply,31.64068603
litchi_geo_38_col_26.ply,85.63865457
litchi_geo_38_col_32.ply,85.18595553
litchi_geo_38_col_38.ply,77.54700012
litchi_geo_38_col_44.ply,49.19948552
litchi_geo_38_col_50.ply,30.97987417
litchi_geo_44_col_26.ply,63.65609857
litchi_geo_44_col_32.ply,61.31218857
litchi_geo_44_col_38.ply,66.80431656
litchi_geo_44_col_44.ply,46.43992575
litchi_geo_44_col_50.ply,25.05668561
litchi_geo_50_col_26.ply,45.14803559
litchi_geo_50_col_32.ply,42.48636751
litchi_geo_50_col_38.ply,40.96871112
litchi_geo_50_col_44.ply,32.14833634
litchi_geo_50_col_50.ply,20.22086654
